,ACCIDENT_NO,ATMOSPH_COND,ATMOSPH_COND_SEQ,Atmosph Cond Desc
194060,T20190014763,1,0,Clear
194061,T20190014769,1,0,Clear
194062,T20190014770,1,0,Clear
194063,T20190014771,1,0,Clear
194064,T20190014774,1,0,Clear
194065,T20190014775,1,0,Clear
194066,T20190014776,1,1,Clear
194067,T20190014782,1,1,Clear
194068,T20190014783,1,1,Clear
194069,T20190014784,1,1,Clear
194070,T20190014785,1,0,Clear
194071,T20190014786,1,0,Clear
194072,T20190014787,1,0,Clear
194073,T20190014790,1,0,Clear
194074,T20190014792,1,1,Clear
194075,T20190014794,9,0,Not known
194076,T20190014798,1,0,Clear
194077,T20190014799,2,1,Raining
194078,T20190014800,1,0,Clear
194079,T20190014803,1,0,Clear
194080,T20190014805,1,1,Clear
194081,T20190014806,1,1,Clear
194082,T20190014809,1,1,Clear
194083,T20190014811,1,1,Clear
194084,T20190014813,1,0,Clear
194085,T20190014818,2,1,Raining
194086,T20190014824,1,1,Clear
194087,T20190014826,2,0,Raining
194088,T20190014827,2,1,Raining
194089,T20190014828,2,1,Raining
194090,T20190014829,2,1,Raining
194091,T20190014831,1,1,Clear
194092,T20190014832,1,0,Clear
194093,T20190014834,1,0,Clear
194094,T20190014836,2,1,Raining
194095,T20190014838,9,0,Not known
194096,T20190014839,1,0,Clear
194097,T20190014840,2,1,Raining
194098,T20190014844,1,1,Clear
194099,T20190014847,1,0,Clear
194100,T20190014849,1,1,Clear
194101,T20190014850,1,0,Clear
194102,T20190014852,9,0,Not known
194103,T20190014854,1,1,Clear
194104,T20190014855,1,1,Clear
194105,T20190014856,1,0,Clear
194106,T20190014862,1,0,Clear
194107,T20190014863,1,1,Clear
194108,T20190014865,9,0,Not known
194109,T20190014866,1,0,Clear
194110,T20190014867,1,0,Clear
194111,T20190014868,1,1,Clear
194112,T20190014872,1,1,Clear
194113,T20190014875,9,0,Not known
194114,T20190014876,1,0,Clear
194115,T20190014880,1,0,Clear
194116,T20190014881,1,0,Clear
194117,T20190014882,9,0,Not known
194118,T20190014884,1,1,Clear
194119,T20190014887,1,0,Clear
194120,T20190014890,1,0,Clear
194121,T20190014891,1,0,Clear
194122,T20190014892,1,0,Clear
194123,T20190014895,1,0,Clear
194124,T20190014898,1,0,Clear
194125,T20190014899,2,1,Raining
194126,T20190014901,1,0,Clear
194127,T20190014902,1,0,Clear
194128,T20190014904,1,1,Clear
194129,T20190014905,1,1,Clear
194130,T20190014906,1,0,Clear
194131,T20190014907,9,0,Not known
194132,T20190014908,1,0,Clear
194133,T20190014910,1,0,Clear
194134,T20190014913,1,1,Clear
194135,T20190014914,1,1,Clear
194136,T20190014915,2,0,Raining
194137,T20190014916,1,0,Clear
194138,T20190014917,9,1,Not known
194139,T20190014918,1,1,Clear
194140,T20190014919,1,1,Clear
194141,T20190014919,7,2,Strong winds
194142,T20190014920,2,0,Raining
194143,T20190014926,1,1,Clear
194144,T20190014927,1,1,Clear
194145,T20190014928,9,1,Not known
194146,T20190014932,1,0,Clear
194147,T20190014933,2,1,Raining
194148,T20190014933,7,2,Strong winds
194149,T20190014935,1,0,Clear
194150,T20190014936,1,1,Clear
194151,T20190014937,9,0,Not known
194152,T20190014939,1,0,Clear
194153,T20190014939,7,1,Strong winds
194154,T20190014940,1,0,Clear
194155,T20190014942,1,1,Clear
194156,T20190014945,1,1,Clear
194157,T20190014946,2,1,Raining
194158,T20190014947,1,1,Clear
194159,T20190014948,9,0,Not known
194160,T20190014951,2,1,Raining
194161,T20190014952,1,0,Clear
194162,T20190014954,1,1,Clear
194163,T20190014956,9,1,Not known
194164,T20190014958,2,1,Raining
194165,T20190014959,2,1,Raining
194166,T20190014959,7,2,Strong winds
194167,T20190014960,1,0,Clear
194168,T20190014961,9,1,Not known
194169,T20190014962,9,0,Not known
194170,T20190014963,2,0,Raining
194171,T20190014963,7,1,Strong winds
194172,T20190014964,1,0,Clear
194173,T20190014964,7,1,Strong winds
194174,T20190014965,2,0,Raining
194175,T20190014965,7,1,Strong winds
194176,T20190014966,1,0,Clear
194177,T20190014969,2,0,Raining
194178,T20190014972,9,0,Not known
194179,T20190014973,1,1,Clear
194180,T20190014974,1,1,Clear
194181,T20190014976,2,0,Raining
194182,T20190014976,7,1,Strong winds
194183,T20190014979,1,0,Clear
194184,T20190014981,1,1,Clear
194185,T20190014982,2,1,Raining
194186,T20190014982,7,2,Strong winds
194187,T20190014985,2,1,Raining
194188,T20190014993,1,0,Clear
194189,T20190014994,1,1,Clear
194190,T20190014995,2,1,Raining
194191,T20190014995,7,2,Strong winds
194192,T20190014997,1,0,Clear
194193,T20190015000,9,0,Not known
194194,T20190015002,1,1,Clear
194195,T20190015003,1,0,Clear
194196,T20190015004,1,0,Clear
194197,T20190015007,1,1,Clear
194198,T20190015010,1,1,Clear
194199,T20190015011,1,0,Clear
194200,T20190015012,1,1,Clear
194201,T20190015013,2,1,Raining
194202,T20190015013,7,2,Strong winds
194203,T20190015016,2,1,Raining
194204,T20190015017,9,1,Not known
194205,T20190015020,1,0,Clear
194206,T20190015022,1,1,Clear
194207,T20190015024,2,0,Raining
194208,T20190015024,7,1,Strong winds
194209,T20190015027,1,0,Clear
194210,T20190015028,1,1,Clear
194211,T20190015028,7,2,Strong winds
194212,T20190015029,9,0,Not known
194213,T20190015032,2,0,Raining
194214,T20190015032,7,1,Strong winds
194215,T20190015036,2,0,Raining
194216,T20190015036,7,1,Strong winds
194217,T20190015038,2,0,Raining
194218,T20190015040,1,1,Clear
194219,T20190015042,1,1,Clear
194220,T20190015043,9,0,Not known
194221,T20190015045,9,1,Not known
194222,T20190015048,1,1,Clear
194223,T20190015049,1,0,Clear
194224,T20190015051,2,1,Raining
194225,T20190015052,7,1,Strong winds
194226,T20190015053,9,0,Not known
194227,T20190015056,1,1,Clear
194228,T20190015057,1,1,Clear
194229,T20190015058,1,0,Clear
194230,T20190015059,1,0,Clear
194231,T20190015061,2,1,Raining
194232,T20190015062,1,0,Clear
194233,T20190015064,1,0,Clear
194234,T20190015067,9,1,Not known
194235,T20190015069,1,1,Clear
194236,T20190015073,1,1,Clear
194237,T20190015074,2,1,Raining
194238,T20190015081,3,0,Snowing
194239,T20190015082,1,0,Clear
194240,T20190015083,9,0,Not known
194241,T20190015084,1,0,Clear
194242,T20190015086,1,0,Clear
194243,T20190015092,1,1,Clear
194244,T20190015094,1,1,Clear
194245,T20190015099,3,0,Snowing
194246,T20190015101,1,1,Clear
194247,T20190015104,1,0,Clear
194248,T20190015105,2,2,Raining
194249,T20190015105,4,1,Fog
194250,T20190015105,7,3,Strong winds
194251,T20190015107,4,1,Fog
194252,T20190015108,1,0,Clear
194253,T20190015110,1,0,Clear
194254,T20190015111,2,0,Raining
194255,T20190015112,2,1,Raining
194256,T20190015114,3,0,Snowing
194257,T20190015116,3,0,Snowing
194258,T20190015117,2,1,Raining
194259,T20190015119,9,0,Not known
194260,T20190015123,1,1,Clear
194261,T20190015125,2,0,Raining
194262,T20190015125,7,1,Strong winds
194263,T20190015129,1,1,Clear
194264,T20190015135,1,1,Clear
194265,T20190015136,2,0,Raining
194266,T20190015138,2,1,Raining
194267,T20190015139,9,0,Not known
194268,T20190015144,1,0,Clear
194269,T20190015145,2,0,Raining
194270,T20190015146,1,1,Clear
194271,T20190015148,1,0,Clear
194272,T20190015149,1,0,Clear
194273,T20190015151,2,1,Raining
194274,T20190015152,1,1,Clear
194275,T20190015153,1,1,Clear
194276,T20190015154,9,0,Not known
194277,T20190015157,1,0,Clear
194278,T20190015160,1,0,Clear
194279,T20190015161,2,1,Raining
194280,T20190015165,1,1,Clear
194281,T20190015171,9,0,Not known
194282,T20190015172,2,0,Raining
194283,T20190015174,2,0,Raining
194284,T20190015176,1,0,Clear
194285,T20190015178,1,1,Clear
194286,T20190015180,1,0,Clear
194287,T20190015181,1,1,Clear
194288,T20190015185,2,1,Raining
194289,T20190015187,2,0,Raining
194290,T20190015189,1,0,Clear
194291,T20190015193,1,0,Clear
194292,T20190015195,1,1,Clear
194293,T20190015196,9,1,Not known
194294,T20190015197,1,1,Clear
194295,T20190015198,9,1,Not known
194296,T20190015202,1,1,Clear
194297,T20190015203,1,0,Clear
194298,T20190015207,1,0,Clear
194299,T20190015210,1,0,Clear
194300,T20190015214,1,0,Clear
194301,T20190015216,1,1,Clear
194302,T20190015217,2,1,Raining
194303,T20190015218,1,1,Clear
194304,T20190015219,1,0,Clear
194305,T20190015225,1,1,Clear
194306,T20190015228,2,1,Raining
194307,T20190015229,9,0,Not known
194308,T20190015230,9,0,Not known
194309,T20190015231,1,0,Clear
194310,T20190015232,2,0,Raining
194311,T20190015232,7,1,Strong winds
194312,T20190015233,9,1,Not known
194313,T20190015234,2,1,Raining
194314,T20190015236,9,1,Not known
194315,T20190015237,1,0,Clear
194316,T20190015241,9,0,Not known
194317,T20190015243,1,1,Clear
194318,T20190015244,2,0,Raining
194319,T20190015245,9,1,Not known
194320,T20190015246,1,0,Clear
194321,T20190015247,1,1,Clear
194322,T20190015250,1,0,Clear
194323,T20190015252,1,0,Clear
194324,T20190015254,9,0,Not known
194325,T20190015255,1,0,Clear
194326,T20190015256,1,0,Clear
194327,T20190015259,9,0,Not known
194328,T20190015260,1,0,Clear
194329,T20190015262,1,1,Clear
194330,T20190015263,1,1,Clear
194331,T20190015270,1,0,Clear
194332,T20190015271,2,1,Raining
194333,T20190015274,1,0,Clear
194334,T20190015275,1,0,Clear
194335,T20190015276,1,0,Clear
194336,T20190015279,1,1,Clear
194337,T20190015285,2,0,Raining
194338,T20190015286,1,1,Clear
194339,T20190015288,1,1,Clear
194340,T20190015291,1,1,Clear
194341,T20190015294,1,1,Clear
194342,T20190015297,1,1,Clear
194343,T20190015299,1,1,Clear
194344,T20190015304,2,0,Raining
194345,T20190015305,1,0,Clear
194346,T20190015306,1,1,Clear
194347,T20190015307,1,1,Clear
194348,T20190015309,2,1,Raining
194349,T20190015310,1,0,Clear
194350,T20190015311,1,1,Clear
194351,T20190015312,1,1,Clear
194352,T20190015314,2,1,Raining
194353,T20190015315,1,0,Clear
194354,T20190015318,1,1,Clear
194355,T20190015320,9,1,Not known
194356,T20190015322,2,0,Raining
194357,T20190015325,2,1,Raining
194358,T20190015326,1,0,Clear
194359,T20190015332,1,0,Clear
194360,T20190015333,1,1,Clear
194361,T20190015334,1,1,Clear
194362,T20190015335,1,1,Clear
194363,T20190015337,1,0,Clear
194364,T20190015338,1,0,Clear
194365,T20190015340,1,1,Clear
194366,T20190015341,1,0,Clear
194367,T20190015342,1,1,Clear
194368,T20190015343,1,0,Clear
194369,T20190015344,1,0,Clear
194370,T20190015345,1,0,Clear
194371,T20190015346,1,0,Clear
194372,T20190015347,1,0,Clear
194373,T20190015349,1,1,Clear
194374,T20190015350,1,0,Clear
194375,T20190015351,1,1,Clear
194376,T20190015353,1,1,Clear
194377,T20190015354,1,0,Clear
194378,T20190015355,9,1,Not known
194379,T20190015356,1,1,Clear
194380,T20190015358,1,1,Clear
194381,T20190015360,9,0,Not known
194382,T20190015362,1,0,Clear
194383,T20190015363,1,0,Clear
194384,T20190015365,1,1,Clear
194385,T20190015366,1,1,Clear
194386,T20190015368,1,1,Clear
194387,T20190015369,1,1,Clear
194388,T20190015370,1,1,Clear
194389,T20190015371,1,0,Clear
194390,T20190015373,9,0,Not known
194391,T20190015374,1,0,Clear
194392,T20190015375,1,1,Clear
194393,T20190015377,1,0,Clear
194394,T20190015381,1,0,Clear
194395,T20190015385,1,0,Clear
194396,T20190015387,1,0,Clear
194397,T20190015388,1,0,Clear
194398,T20190015389,1,0,Clear
194399,T20190015393,1,1,Clear
194400,T20190015394,9,0,Not known
194401,T20190015395,1,1,Clear
194402,T20190015396,1,1,Clear
194403,T20190015397,1,1,Clear
194404,T20190015397,7,2,Strong winds
194405,T20190015398,9,1,Not known
194406,T20190015400,9,0,Not known
194407,T20190015403,2,0,Raining
194408,T20190015404,1,1,Clear
194409,T20190015408,1,1,Clear
194410,T20190015410,1,1,Clear
194411,T20190015411,9,0,Not known
194412,T20190015413,9,0,Not known
194413,T20190015415,1,1,Clear
194414,T20190015416,1,0,Clear
194415,T20190015418,2,0,Raining
194416,T20190015420,1,0,Clear
194417,T20190015421,1,0,Clear
194418,T20190015423,9,0,Not known
194419,T20190015426,1,0,Clear
194420,T20190015427,1,1,Clear
194421,T20190015428,1,1,Clear
194422,T20190015429,1,0,Clear
194423,T20190015432,9,1,Not known
194424,T20190015433,1,0,Clear
194425,T20190015434,9,0,Not known
194426,T20190015435,1,1,Clear
194427,T20190015438,1,1,Clear
194428,T20190015443,1,1,Clear
194429,T20190015445,4,0,Fog
194430,T20190015445,7,1,Strong winds
194431,T20190015446,1,1,Clear
194432,T20190015447,1,0,Clear
194433,T20190015449,1,1,Clear
194434,T20190015451,1,0,Clear
194435,T20190015452,1,0,Clear
194436,T20190015453,1,1,Clear
194437,T20190015454,1,0,Clear
194438,T20190015456,1,0,Clear
194439,T20190015459,1,0,Clear
194440,T20190015460,2,0,Raining
194441,T20190015461,9,0,Not known
194442,T20190015464,9,0,Not known
194443,T20190015465,1,0,Clear
194444,T20190015466,1,0,Clear
194445,T20190015468,1,1,Clear
194446,T20190015471,2,0,Raining
194447,T20190015472,1,1,Clear
194448,T20190015474,1,1,Clear
194449,T20190015475,1,1,Clear
194450,T20190015478,9,1,Not known
194451,T20190015479,9,1,Not known
194452,T20190015480,2,0,Raining
194453,T20190015481,1,0,Clear
194454,T20190015482,2,1,Raining
194455,T20190015483,1,0,Clear
194456,T20190015484,9,0,Not known
194457,T20190015487,1,1,Clear
194458,T20190015488,2,1,Raining
194459,T20190015491,1,0,Clear
194460,T20190015491,7,1,Strong winds
194461,T20190015492,1,0,Clear
194462,T20190015500,1,0,Clear
194463,T20190015502,1,1,Clear
194464,T20190015504,1,1,Clear
194465,T20190015508,1,1,Clear
194466,T20190015509,1,1,Clear
194467,T20190015511,2,0,Raining
194468,T20190015512,1,0,Clear
194469,T20190015514,1,1,Clear
194470,T20190015515,1,0,Clear
194471,T20190015516,1,0,Clear
194472,T20190015521,1,1,Clear
194473,T20190015523,1,1,Clear
194474,T20190015525,9,1,Not known
194475,T20190015526,1,1,Clear
194476,T20190015527,9,0,Not known
194477,T20190015529,1,1,Clear
194478,T20190015533,1,0,Clear
194479,T20190015534,1,1,Clear
194480,T20190015537,1,0,Clear
194481,T20190015538,1,1,Clear
194482,T20190015542,1,1,Clear
194483,T20190015546,9,0,Not known
194484,T20190015549,1,1,Clear
194485,T20190015550,1,0,Clear
194486,T20190015553,1,1,Clear
194487,T20190015554,1,0,Clear
194488,T20190015555,1,0,Clear
194489,T20190015557,1,1,Clear
194490,T20190015558,1,1,Clear
194491,T20190015559,1,1,Clear
194492,T20190015561,1,0,Clear
194493,T20190015564,1,1,Clear
194494,T20190015565,1,1,Clear
194495,T20190015566,1,1,Clear
194496,T20190015567,1,1,Clear
194497,T20190015568,1,0,Clear
194498,T20190015569,1,0,Clear
194499,T20190015571,1,1,Clear
194500,T20190015573,1,1,Clear
194501,T20190015575,1,0,Clear
194502,T20190015576,1,1,Clear
194503,T20190015577,9,0,Not known
194504,T20190015578,1,1,Clear
194505,T20190015580,9,0,Not known
194506,T20190015581,1,0,Clear
194507,T20190015584,1,0,Clear
194508,T20190015585,1,1,Clear
194509,T20190015586,1,0,Clear
194510,T20190015587,2,1,Raining
194511,T20190015589,9,0,Not known
194512,T20190015590,1,1,Clear
194513,T20190015593,1,1,Clear
194514,T20190015594,9,0,Not known
194515,T20190015599,1,0,Clear
194516,T20190015600,1,1,Clear
194517,T20190015605,1,0,Clear
194518,T20190015608,1,0,Clear
194519,T20190015611,1,1,Clear
194520,T20190015612,1,1,Clear
194521,T20190015619,1,0,Clear
194522,T20190015620,2,1,Raining
194523,T20190015621,1,1,Clear
194524,T20190015622,1,0,Clear
194525,T20190015623,1,0,Clear
194526,T20190015624,1,1,Clear
194527,T20190015625,1,1,Clear
194528,T20190015628,1,1,Clear
194529,T20190015636,2,1,Raining
194530,T20190015639,1,0,Clear
194531,T20190015642,1,0,Clear
194532,T20190015644,1,0,Clear
194533,T20190015647,1,1,Clear
194534,T20190015648,2,0,Raining
194535,T20190015655,1,0,Clear
194536,T20190015659,1,1,Clear
194537,T20190015660,1,0,Clear
194538,T20190015666,1,0,Clear
194539,T20190015667,1,1,Clear
194540,T20190015668,1,0,Clear
194541,T20190015671,1,0,Clear
194542,T20190015675,1,1,Clear
194543,T20190015676,2,0,Raining
194544,T20190015678,1,1,Clear
194545,T20190015680,1,0,Clear
194546,T20190015682,1,1,Clear
194547,T20190015683,1,0,Clear
194548,T20190015684,9,0,Not known
194549,T20190015689,9,0,Not known
194550,T20190015690,9,0,Not known
194551,T20190015694,1,1,Clear
194552,T20190015695,1,1,Clear
194553,T20190015696,2,1,Raining
194554,T20190015698,1,1,Clear
194555,T20190015701,2,1,Raining
194556,T20190015702,1,0,Clear
194557,T20190015703,2,0,Raining
194558,T20190015704,9,0,Not known
194559,T20190015708,1,0,Clear
194560,T20190015712,2,0,Raining
194561,T20190015715,1,1,Clear
194562,T20190015716,1,0,Clear
194563,T20190015717,1,1,Clear
194564,T20190015720,1,1,Clear
194565,T20190015721,1,0,Clear
194566,T20190015723,9,0,Not known
194567,T20190015724,1,0,Clear
194568,T20190015725,1,0,Clear
194569,T20190015726,1,1,Clear
194570,T20190015728,1,1,Clear
194571,T20190015729,9,1,Not known
194572,T20190015731,9,1,Not known
194573,T20190015734,1,0,Clear
194574,T20190015735,1,1,Clear
194575,T20190015738,1,0,Clear
194576,T20190015739,1,0,Clear
194577,T20190015740,2,1,Raining
194578,T20190015741,1,1,Clear
194579,T20190015743,1,1,Clear
194580,T20190015745,1,0,Clear
194581,T20190015747,9,0,Not known
194582,T20190015748,1,0,Clear
194583,T20190015751,2,1,Raining
194584,T20190015759,1,0,Clear
194585,T20190015761,1,0,Clear
194586,T20190015761,7,1,Strong winds
194587,T20190015763,1,1,Clear
194588,T20190015764,1,0,Clear
194589,T20190015767,1,1,Clear
194590,T20190015768,1,0,Clear
194591,T20190015770,1,0,Clear
194592,T20190015771,1,0,Clear
194593,T20190015772,1,1,Clear
194594,T20190015776,1,0,Clear
194595,T20190015779,1,0,Clear
194596,T20190015781,1,1,Clear
194597,T20190015784,2,1,Raining
194598,T20190015786,2,0,Raining
194599,T20190015788,2,1,Raining
194600,T20190015794,1,1,Clear
194601,T20190015799,1,0,Clear
194602,T20190015800,1,1,Clear
194603,T20190015801,1,1,Clear
194604,T20190015802,1,0,Clear
194605,T20190015806,1,0,Clear
194606,T20190015807,1,1,Clear
194607,T20190015808,9,1,Not known
194608,T20190015810,1,0,Clear
194609,T20190015811,1,0,Clear
194610,T20190015813,1,0,Clear
194611,T20190015816,1,0,Clear
194612,T20190015817,1,1,Clear
194613,T20190015818,1,0,Clear
194614,T20190015821,1,1,Clear
194615,T20190015827,1,1,Clear
194616,T20190015828,9,0,Not known
194617,T20190015830,1,0,Clear
194618,T20190015832,1,1,Clear
194619,T20190015833,1,1,Clear
194620,T20190015834,1,0,Clear
194621,T20190015835,9,1,Not known
194622,T20190015836,1,1,Clear
194623,T20190015837,1,1,Clear
194624,T20190015838,2,1,Raining
194625,T20190015839,1,1,Clear
194626,T20190015839,7,2,Strong winds
194627,T20190015841,1,0,Clear
194628,T20190015842,1,1,Clear
194629,T20190015846,4,0,Fog
194630,T20190015847,9,0,Not known
194631,T20190015848,1,0,Clear
194632,T20190015850,9,0,Not known
194633,T20190015851,1,0,Clear
194634,T20190015852,1,0,Clear
194635,T20190015855,1,1,Clear
194636,T20190015857,9,0,Not known
194637,T20190015858,1,0,Clear
194638,T20190015859,1,0,Clear
194639,T20190015860,1,1,Clear
194640,T20190015861,1,0,Clear
194641,T20190015868,2,0,Raining
194642,T20190015869,1,0,Clear
194643,T20190015870,1,0,Clear
194644,T20190015877,1,1,Clear
194645,T20190015878,1,1,Clear
194646,T20190015879,2,1,Raining
194647,T20190015881,1,0,Clear
194648,T20190015882,1,0,Clear
194649,T20190015883,1,0,Clear
194650,T20190015886,1,1,Clear
194651,T20190015887,9,0,Not known
194652,T20190015891,1,1,Clear
194653,T20190015892,1,0,Clear
194654,T20190015894,9,0,Not known
194655,T20190015895,2,0,Raining
194656,T20190015896,1,0,Clear
194657,T20190015897,1,0,Clear
194658,T20190015899,1,0,Clear
194659,T20190015901,1,1,Clear
194660,T20190015905,1,1,Clear
194661,T20190015907,1,1,Clear
194662,T20190015909,1,0,Clear
194663,T20190015910,1,1,Clear
194664,T20190015911,1,1,Clear
194665,T20190015914,1,1,Clear
194666,T20190015919,1,0,Clear
194667,T20190015921,1,0,Clear
194668,T20190015922,1,0,Clear
194669,T20190015924,1,0,Clear
194670,T20190015925,1,1,Clear
194671,T20190015926,2,0,Raining
194672,T20190015928,1,1,Clear
194673,T20190015931,9,0,Not known
194674,T20190015933,1,1,Clear
194675,T20190015936,2,0,Raining
194676,T20190015937,1,0,Clear
194677,T20190015938,1,0,Clear
194678,T20190015939,1,0,Clear
194679,T20190015940,1,1,Clear
194680,T20190015942,1,0,Clear
194681,T20190015943,1,1,Clear
194682,T20190015944,1,1,Clear
194683,T20190015948,1,0,Clear
194684,T20190015949,1,0,Clear
194685,T20190015952,1,0,Clear
194686,T20190015953,1,1,Clear
194687,T20190015955,9,1,Not known
194688,T20190015956,9,1,Not known
194689,T20190015958,1,1,Clear
194690,T20190015959,1,1,Clear
194691,T20190015961,1,0,Clear
194692,T20190015962,1,0,Clear
194693,T20190015963,1,0,Clear
194694,T20190015965,1,0,Clear
194695,T20190015970,1,0,Clear
194696,T20190015972,1,0,Clear
194697,T20190015973,1,1,Clear
194698,T20190015975,1,1,Clear
194699,T20190015976,1,1,Clear
