,ACCIDENT_NO,SURFACE_COND,Surface Cond Desc,SURFACE_COND_SEQ
142956,T20160001703,1,Dry,1
142957,T20160001705,2,Wet,0
142958,T20160001707,1,Dry,1
142959,T20160001708,1,Dry,0
142960,T20160001710,1,Dry,0
142961,T20160001716,1,Dry,1
142962,T20160001720,1,Dry,1
142964,T20160001724,1,Dry,0
142965,T20160001725,1,Dry,0
142966,T20160001727,1,Dry,0
142967,T20160001728,1,Dry,0
142968,T20160001730,1,Dry,1
142969,T20160001732,1,Dry,1
142970,T20160001734,1,Dry,1
142971,T20160001736,1,Dry,1
142972,T20160001738,1,Dry,1
142973,T20160001739,1,Dry,1
142974,T20160001740,1,Dry,1
142975,T20160001741,1,Dry,1
142976,T20160001742,1,Dry,1
142977,T20160001746,1,Dry,1
142978,T20160001747,1,Dry,0
142979,T20160001748,1,Dry,0
142980,T20160001749,1,Dry,1
142982,T20160001752,1,Dry,1
142983,T20160001753,1,Dry,1
142985,T20160001761,1,Dry,0
142987,T20160001768,1,Dry,1
142988,T20160001769,1,Dry,0
142991,T20160001775,1,Dry,1
142992,T20160001777,1,Dry,1
142993,T20160001778,1,Dry,1
142994,T20160001779,1,Dry,1
142995,T20160001781,1,Dry,1
142996,T20160001782,1,Dry,1
142997,T20160001783,1,Dry,1
142998,T20160001784,1,Dry,1
142999,T20160001785,1,Dry,1
143000,T20160001788,1,Dry,0
143001,T20160001789,1,Dry,1
143002,T20160001791,1,Dry,1
143003,T20160001792,1,Dry,1
143004,T20160001794,1,Dry,1
143005,T20160001796,1,Dry,1
143006,T20160001797,1,Dry,0
143007,T20160001798,1,Dry,0
143008,T20160001799,1,Dry,1
143009,T20160001800,2,Wet,1
143010,T20160001804,1,Dry,0
143011,T20160001807,1,Dry,1
143012,T20160001810,1,Dry,1
143013,T20160001811,1,Dry,0
143014,T20160001815,1,Dry,1
143015,T20160001816,1,Dry,1
143016,T20160001819,1,Dry,0
143017,T20160001820,1,Dry,1
143018,T20160001822,1,Dry,1
143019,T20160001823,1,Dry,1
143020,T20160001824,1,Dry,1
143021,T20160001825,1,Dry,1
143022,T20160001826,1,Dry,1
143023,T20160001827,1,Dry,1
143024,T20160001828,1,Dry,0
143025,T20160001829,1,Dry,1
143026,T20160001830,1,Dry,1
143027,T20160001831,1,Dry,1
143028,T20160001832,2,Wet,1
143029,T20160001833,1,Dry,1
143030,T20160001834,1,Dry,1
143031,T20160001836,1,Dry,1
143032,T20160001838,1,Dry,1
143033,T20160001842,1,Dry,0
143035,T20160001847,1,Dry,1
143036,T20160001848,2,Wet,1
143037,T20160001849,1,Dry,0
143038,T20160001850,1,Dry,0
143039,T20160001852,1,Dry,1
143040,T20160001853,1,Dry,1
143042,T20160001858,9,Unknown,1
143043,T20160001861,1,Dry,1
143045,T20160001863,1,Dry,1
143046,T20160001864,1,Dry,0
143047,T20160001865,1,Dry,1
143048,T20160001869,1,Dry,0
143049,T20160001870,1,Dry,1
143050,T20160001871,1,Dry,0
143051,T20160001872,1,Dry,1
143052,T20160001873,1,Dry,1
143053,T20160001874,1,Dry,1
143054,T20160001875,1,Dry,1
143055,T20160001876,1,Dry,1
143056,T20160001878,1,Dry,1
143057,T20160001879,1,Dry,1
143058,T20160001880,1,Dry,1
143059,T20160001882,1,Dry,1
143060,T20160001884,1,Dry,0
143061,T20160001885,1,Dry,0
143063,T20160001890,1,Dry,0
143064,T20160001891,1,Dry,0
143065,T20160001892,1,Dry,1
143066,T20160001893,1,Dry,1
143067,T20160001895,1,Dry,1
143068,T20160001896,2,Wet,1
143069,T20160001897,1,Dry,1
143070,T20160001898,1,Dry,0
143071,T20160001900,1,Dry,1
143072,T20160001902,2,Wet,1
143073,T20160001905,1,Dry,1
143074,T20160001906,1,Dry,1
143075,T20160001910,1,Dry,1
143076,T20160001911,1,Dry,1
143077,T20160001918,1,Dry,0
143078,T20160001919,1,Dry,1
143079,T20160001920,1,Dry,0
143080,T20160001922,1,Dry,0
143081,T20160001924,1,Dry,1
143082,T20160001926,1,Dry,1
143083,T20160001927,1,Dry,1
143085,T20160001930,1,Dry,1
143086,T20160001931,2,Wet,1
143087,T20160001932,1,Dry,1
143088,T20160001934,1,Dry,0
143089,T20160001936,2,Wet,1
143090,T20160001939,1,Dry,1
143091,T20160001941,1,Dry,1
143092,T20160001942,1,Dry,0
143093,T20160001944,1,Dry,1
143094,T20160001945,1,Dry,1
143096,T20160001947,1,Dry,1
143097,T20160001949,1,Dry,1
143098,T20160001950,1,Dry,1
143099,T20160001951,1,Dry,1
143100,T20160001952,1,Dry,0
143101,T20160001953,1,Dry,1
143102,T20160001954,1,Dry,1
143103,T20160001955,1,Dry,1
143104,T20160001956,2,Wet,1
143105,T20160001958,2,Wet,0
143106,T20160001961,1,Dry,1
143107,T20160001962,1,Dry,1
143109,T20160001964,1,Dry,1
143110,T20160001965,2,Wet,0
143111,T20160001966,9,Unknown,1
143112,T20160001967,1,Dry,1
143113,T20160001968,1,Dry,0
143114,T20160001969,1,Dry,1
143115,T20160001970,1,Dry,0
143116,T20160001972,1,Dry,1
143117,T20160001973,1,Dry,0
143118,T20160001977,1,Dry,1
143119,T20160001978,1,Dry,1
143120,T20160001979,1,Dry,1
143121,T20160001980,1,Dry,1
143122,T20160001981,1,Dry,1
143123,T20160001982,1,Dry,1
143124,T20160001983,1,Dry,1
143125,T20160001984,2,Wet,1
143126,T20160001986,1,Dry,1
143127,T20160001987,9,Unknown,1
143128,T20160001988,2,Wet,1
143129,T20160001990,1,Dry,0
143130,T20160001991,1,Dry,1
143131,T20160001995,2,Wet,0
143132,T20160001996,9,Unknown,1
143133,T20160001997,2,Wet,1
143134,T20160002000,2,Wet,1
143135,T20160002002,2,Wet,1
143136,T20160002005,2,Wet,1
143137,T20160002007,2,Wet,0
143138,T20160002008,2,Wet,1
143139,T20160002010,9,Unknown,1
143140,T20160002011,2,Wet,1
143141,T20160002012,2,Wet,1
143143,T20160002014,1,Dry,1
143144,T20160002015,1,Dry,1
143145,T20160002016,2,Wet,1
143146,T20160002023,2,Wet,1
143147,T20160002024,9,Unknown,1
143148,T20160002025,2,Wet,1
143149,T20160002026,2,Wet,1
143150,T20160002027,2,Wet,1
143151,T20160002029,2,Wet,1
143152,T20160002030,1,Dry,0
143153,T20160002031,2,Wet,1
143154,T20160002032,1,Dry,1
143155,T20160002034,1,Dry,1
143156,T20160002035,1,Dry,0
143157,T20160002035,2,Wet,1
143158,T20160002036,1,Dry,1
143159,T20160002037,2,Wet,1
143160,T20160002039,2,Wet,0
143161,T20160002041,1,Dry,1
143163,T20160002043,1,Dry,1
143164,T20160002044,2,Wet,0
143165,T20160002047,2,Wet,1
143166,T20160002048,2,Wet,1
143167,T20160002049,1,Dry,1
143168,T20160002050,1,Dry,1
143169,T20160002051,1,Dry,1
143170,T20160002052,1,Dry,1
143171,T20160002054,1,Dry,1
143172,T20160002057,1,Dry,1
143173,T20160002058,1,Dry,1
143175,T20160002063,2,Wet,0
143176,T20160002065,2,Wet,1
143177,T20160002067,1,Dry,1
143178,T20160002069,1,Dry,1
143179,T20160002072,1,Dry,0
143180,T20160002073,1,Dry,1
143181,T20160002074,2,Wet,1
143182,T20160002076,1,Dry,1
143183,T20160002077,1,Dry,1
143185,T20160002079,1,Dry,1
143186,T20160002080,2,Wet,1
143187,T20160002081,1,Dry,1
143188,T20160002085,2,Wet,0
143189,T20160002086,1,Dry,0
143190,T20160002087,1,Dry,0
143191,T20160002089,1,Dry,1
143192,T20160002090,1,Dry,1
143193,T20160002091,1,Dry,0
143195,T20160002093,1,Dry,1
143196,T20160002095,1,Dry,1
143197,T20160002097,1,Dry,1
143198,T20160002098,1,Dry,1
143200,T20160002104,1,Dry,1
143201,T20160002109,1,Dry,1
143202,T20160002110,1,Dry,1
143203,T20160002114,1,Dry,1
143204,T20160002116,1,Dry,1
143205,T20160002117,1,Dry,1
143206,T20160002118,1,Dry,0
143207,T20160002119,1,Dry,1
143208,T20160002120,1,Dry,1
143209,T20160002122,1,Dry,0
143210,T20160002125,2,Wet,1
143212,T20160002127,2,Wet,1
143213,T20160002129,2,Wet,1
143214,T20160002133,2,Wet,1
143215,T20160002135,2,Wet,1
143218,T20160002140,2,Wet,1
143219,T20160002141,2,Wet,1
143220,T20160002142,1,Dry,0
143221,T20160002143,1,Dry,0
143222,T20160002144,3,Muddy,0
143223,T20160002145,2,Wet,0
143224,T20160002147,1,Dry,1
143225,T20160002151,1,Dry,0
143226,T20160002155,2,Wet,0
143227,T20160002158,2,Wet,0
143228,T20160002158,3,Muddy,1
143229,T20160002159,2,Wet,0
143230,T20160002160,1,Dry,1
143231,T20160002161,1,Dry,1
143232,T20160002162,1,Dry,0
143233,T20160002164,1,Dry,0
143234,T20160002167,1,Dry,1
143235,T20160002168,1,Dry,1
143236,T20160002169,1,Dry,1
143237,T20160002171,1,Dry,1
143238,T20160002174,1,Dry,1
143239,T20160002175,1,Dry,1
143240,T20160002176,1,Dry,1
143241,T20160002178,1,Dry,1
143242,T20160002182,1,Dry,1
143243,T20160002184,2,Wet,0
143244,T20160002187,1,Dry,1
143245,T20160002191,1,Dry,0
143246,T20160002192,1,Dry,1
143247,T20160002193,1,Dry,0
143248,T20160002194,1,Dry,0
143249,T20160002196,1,Dry,1
143250,T20160002197,1,Dry,1
143251,T20160002203,1,Dry,1
143252,T20160002207,1,Dry,1
143253,T20160002208,1,Dry,1
143254,T20160002209,1,Dry,0
143255,T20160002211,1,Dry,0
143256,T20160002212,1,Dry,1
143258,T20160002214,1,Dry,1
143260,T20160002220,1,Dry,1
143261,T20160002222,1,Dry,1
143262,T20160002223,1,Dry,0
143263,T20160002224,1,Dry,1
143264,T20160002225,1,Dry,1
143265,T20160002229,1,Dry,0
143266,T20160002231,1,Dry,0
143267,T20160002233,9,Unknown,1
143268,T20160002234,1,Dry,1
143269,T20160002235,1,Dry,1
143270,T20160002236,9,Unknown,1
143271,T20160002238,9,Unknown,1
143272,T20160002243,9,Unknown,1
143273,T20160002244,1,Dry,0
143274,T20160002245,1,Dry,0
143275,T20160002247,1,Dry,1
143276,T20160002248,1,Dry,1
143277,T20160002249,1,Dry,1
143278,T20160002250,1,Dry,1
143279,T20160002251,1,Dry,1
143280,T20160002253,1,Dry,1
143281,T20160002255,1,Dry,1
143282,T20160002257,1,Dry,1
143283,T20160002258,1,Dry,1
143284,T20160002263,1,Dry,1
143285,T20160002265,1,Dry,1
143287,T20160002268,1,Dry,1
143288,T20160002271,1,Dry,1
143290,T20160002276,1,Dry,1
143291,T20160002277,1,Dry,1
143292,T20160002278,1,Dry,1
143293,T20160002281,1,Dry,1
143294,T20160002282,1,Dry,0
143295,T20160002283,1,Dry,1
143296,T20160002285,1,Dry,0
143297,T20160002288,1,Dry,1
143298,T20160002291,1,Dry,1
143299,T20160002293,1,Dry,1
143300,T20160002294,1,Dry,1
143301,T20160002295,1,Dry,1
143302,T20160002296,1,Dry,1
143303,T20160002300,1,Dry,1
143304,T20160002305,1,Dry,1
143305,T20160002308,1,Dry,1
143306,T20160002314,1,Dry,1
143307,T20160002315,1,Dry,0
143308,T20160002316,1,Dry,1
143309,T20160002317,1,Dry,0
143311,T20160002321,1,Dry,1
143312,T20160002324,1,Dry,1
143313,T20160002325,1,Dry,1
143314,T20160002326,1,Dry,1
143315,T20160002327,1,Dry,1
143316,T20160002332,1,Dry,1
143317,T20160002334,1,Dry,0
143318,T20160002335,1,Dry,1
143319,T20160002337,1,Dry,1
143320,T20160002339,1,Dry,1
143321,T20160002341,2,Wet,1
143322,T20160002341,3,Muddy,2
143323,T20160002342,1,Dry,1
143324,T20160002343,1,Dry,1
143325,T20160002347,1,Dry,1
143326,T20160002349,1,Dry,1
143327,T20160002350,1,Dry,1
143328,T20160002353,2,Wet,0
143329,T20160002355,1,Dry,1
143330,T20160002358,1,Dry,0
143331,T20160002360,2,Wet,0
143332,T20160002361,2,Wet,1
143333,T20160002362,1,Dry,1
143334,T20160002363,2,Wet,1
143335,T20160002364,1,Dry,0
143336,T20160002367,2,Wet,1
143337,T20160002368,2,Wet,1
143338,T20160002370,1,Dry,1
143339,T20160002371,1,Dry,0
143340,T20160002373,2,Wet,1
143341,T20160002374,1,Dry,1
143342,T20160002375,1,Dry,1
143343,T20160002376,9,Unknown,1
143344,T20160002377,2,Wet,1
143345,T20160002378,1,Dry,0
143346,T20160002381,9,Unknown,1
143348,T20160002384,2,Wet,1
143349,T20160002385,2,Wet,1
143350,T20160002386,1,Dry,0
143351,T20160002388,2,Wet,1
143352,T20160002389,2,Wet,1
143353,T20160002391,2,Wet,0
143354,T20160002392,9,Unknown,1
143355,T20160002394,9,Unknown,1
143356,T20160002395,1,Dry,1
143357,T20160002397,1,Dry,1
143358,T20160002398,9,Unknown,1
143360,T20160002400,1,Dry,1
143361,T20160002402,2,Wet,0
143362,T20160002403,2,Wet,1
143363,T20160002406,1,Dry,0
143364,T20160002409,1,Dry,0
143365,T20160002410,1,Dry,0
143366,T20160002413,1,Dry,1
143368,T20160002416,1,Dry,0
143369,T20160002418,1,Dry,0
143370,T20160002419,2,Wet,1
143371,T20160002420,1,Dry,1
143372,T20160002421,1,Dry,1
143373,T20160002422,1,Dry,0
143374,T20160002424,1,Dry,1
143375,T20160002431,1,Dry,1
143376,T20160002432,1,Dry,1
143377,T20160002433,1,Dry,0
143378,T20160002434,1,Dry,1
143379,T20160002438,1,Dry,1
143380,T20160002439,1,Dry,1
143381,T20160002445,1,Dry,1
143382,T20160002448,1,Dry,1
143384,T20160002452,1,Dry,1
143385,T20160002453,1,Dry,0
143387,T20160002455,1,Dry,1
143388,T20160002456,1,Dry,1
143389,T20160002457,9,Unknown,1
143390,T20160002458,1,Dry,1
143392,T20160002460,1,Dry,0
143393,T20160002462,1,Dry,1
143394,T20160002463,1,Dry,1
143395,T20160002466,1,Dry,1
143396,T20160002469,1,Dry,0
143397,T20160002470,1,Dry,1
143398,T20160002471,1,Dry,0
143399,T20160002473,1,Dry,1
143400,T20160002474,1,Dry,0
143401,T20160002476,2,Wet,1
143402,T20160002477,1,Dry,1
143403,T20160002478,1,Dry,1
143404,T20160002480,1,Dry,1
143405,T20160002483,1,Dry,1
143406,T20160002485,9,Unknown,0
143407,T20160002487,1,Dry,0
143408,T20160002488,9,Unknown,1
143409,T20160002489,1,Dry,1
143410,T20160002494,1,Dry,1
143411,T20160002495,1,Dry,0
143412,T20160002497,1,Dry,1
143413,T20160002498,1,Dry,1
143414,T20160002501,1,Dry,1
143415,T20160002503,1,Dry,1
143416,T20160002504,1,Dry,1
143417,T20160002505,1,Dry,1
143418,T20160002507,1,Dry,1
143419,T20160002508,1,Dry,1
143420,T20160002509,1,Dry,0
143421,T20160002510,1,Dry,0
143422,T20160002511,1,Dry,1
143423,T20160002513,1,Dry,0
143424,T20160002514,1,Dry,1
143425,T20160002515,1,Dry,1
143426,T20160002517,1,Dry,0
143427,T20160002523,2,Wet,1
143428,T20160002524,1,Dry,0
143429,T20160002527,2,Wet,1
143430,T20160002528,1,Dry,1
143431,T20160002529,1,Dry,1
143432,T20160002533,1,Dry,1
143433,T20160002535,1,Dry,1
143434,T20160002537,3,Muddy,1
143435,T20160002538,1,Dry,1
143436,T20160002539,1,Dry,0
143437,T20160002540,9,Unknown,1
143439,T20160002544,1,Dry,1
143440,T20160002546,1,Dry,1
143441,T20160002549,1,Dry,0
143442,T20160002550,1,Dry,1
143444,T20160002554,1,Dry,1
143445,T20160002556,1,Dry,1
143446,T20160002557,1,Dry,0
143447,T20160002559,1,Dry,1
143448,T20160002560,1,Dry,1
143449,T20160002562,1,Dry,1
143450,T20160002564,1,Dry,1
143451,T20160002567,1,Dry,1
143452,T20160002570,1,Dry,0
143453,T20160002571,1,Dry,1
143454,T20160002573,1,Dry,1
143455,T20160002574,1,Dry,1
143456,T20160002576,1,Dry,1
143457,T20160002577,1,Dry,1
143458,T20160002578,1,Dry,1
143459,T20160002579,1,Dry,1
143460,T20160002581,1,Dry,1
143461,T20160002582,1,Dry,1
143462,T20160002583,9,Unknown,1
143463,T20160002584,1,Dry,1
143464,T20160002585,1,Dry,1
143465,T20160002586,1,Dry,1
143466,T20160002587,1,Dry,1
143467,T20160002589,1,Dry,1
143468,T20160002592,1,Dry,1
143469,T20160002594,1,Dry,1
143470,T20160002596,1,Dry,1
143471,T20160002598,1,Dry,0
143472,T20160002600,1,Dry,1
143473,T20160002601,1,Dry,1
143474,T20160002602,1,Dry,1
143475,T20160002604,1,Dry,1
143476,T20160002608,1,Dry,1
143477,T20160002609,1,Dry,1
143478,T20160002611,1,Dry,1
143479,T20160002613,1,Dry,0
143480,T20160002614,1,Dry,1
143481,T20160002615,1,Dry,0
143482,T20160002616,1,Dry,1
143484,T20160002620,1,Dry,1
143485,T20160002623,1,Dry,1
143486,T20160002624,1,Dry,1
143487,T20160002625,1,Dry,1
143488,T20160002626,1,Dry,1
143489,T20160002627,1,Dry,1
143490,T20160002629,1,Dry,1
143491,T20160002630,1,Dry,1
143492,T20160002632,1,Dry,1
143493,T20160002636,1,Dry,0
143494,T20160002637,1,Dry,1
143495,T20160002638,1,Dry,1
143496,T20160002639,1,Dry,1
143497,T20160002640,1,Dry,1
143498,T20160002642,1,Dry,1
143499,T20160002643,1,Dry,1
143500,T20160002648,1,Dry,1
143501,T20160002650,1,Dry,1
143502,T20160002651,1,Dry,0
143503,T20160002652,1,Dry,1
143504,T20160002653,1,Dry,0
143505,T20160002656,1,Dry,1
143506,T20160002657,1,Dry,1
143507,T20160002660,1,Dry,1
143508,T20160002661,5,Icy,1
143509,T20160002662,1,Dry,1
143510,T20160002664,1,Dry,1
143511,T20160002665,1,Dry,1
143512,T20160002666,1,Dry,1
143513,T20160002668,1,Dry,1
143514,T20160002669,1,Dry,1
143515,T20160002672,1,Dry,1
143516,T20160002673,1,Dry,0
143517,T20160002676,1,Dry,0
143518,T20160002677,1,Dry,1
143519,T20160002679,1,Dry,1
143520,T20160002681,1,Dry,1
143521,T20160002682,1,Dry,1
143522,T20160002684,1,Dry,1
143523,T20160002685,1,Dry,1
143524,T20160002687,1,Dry,0
143525,T20160002688,1,Dry,1
143526,T20160002689,1,Dry,1
143528,T20160002691,2,Wet,1
143529,T20160002695,1,Dry,1
143530,T20160002699,1,Dry,1
143531,T20160002702,1,Dry,0
143532,T20160002705,1,Dry,1
143533,T20160002706,1,Dry,1
143534,T20160002707,1,Dry,0
143535,T20160002708,1,Dry,1
143536,T20160002710,1,Dry,1
143537,T20160002711,1,Dry,1
143538,T20160002712,1,Dry,1
143539,T20160002713,1,Dry,0
143540,T20160002714,1,Dry,0
143541,T20160002717,1,Dry,1
143542,T20160002718,1,Dry,1
143543,T20160002719,1,Dry,1
143544,T20160002721,1,Dry,1
143545,T20160002722,1,Dry,1
143546,T20160002723,1,Dry,1
143547,T20160002726,1,Dry,1
143548,T20160002727,1,Dry,1
143549,T20160002728,1,Dry,1
143550,T20160002730,1,Dry,1
143551,T20160002732,1,Dry,0
143552,T20160002734,1,Dry,0
143553,T20160002736,1,Dry,1
143554,T20160002740,1,Dry,1
143555,T20160002743,1,Dry,1
143556,T20160002744,1,Dry,1
143557,T20160002745,1,Dry,1
143558,T20160002747,1,Dry,0
143559,T20160002751,1,Dry,1
143560,T20160002752,1,Dry,1
143561,T20160002755,1,Dry,1
143562,T20160002759,1,Dry,0
143563,T20160002761,1,Dry,1
143564,T20160002762,1,Dry,0
143565,T20160002764,1,Dry,1
143566,T20160002765,1,Dry,0
143567,T20160002766,1,Dry,1
143568,T20160002767,1,Dry,0
143569,T20160002770,1,Dry,1
143570,T20160002771,1,Dry,0
143572,T20160002774,1,Dry,0
143573,T20160002777,1,Dry,1
143574,T20160002779,1,Dry,0
143575,T20160002780,1,Dry,0
143576,T20160002781,1,Dry,1
143577,T20160002782,1,Dry,1
143578,T20160002784,1,Dry,1
143579,T20160002786,1,Dry,0
143580,T20160002787,1,Dry,1
143581,T20160002789,1,Dry,1
143582,T20160002793,1,Dry,1
143583,T20160002796,1,Dry,0
143584,T20160002797,1,Dry,1
143585,T20160002799,1,Dry,1
143586,T20160002800,1,Dry,1
143587,T20160002801,1,Dry,0
143588,T20160002802,1,Dry,1
143589,T20160002803,1,Dry,1
143590,T20160002804,1,Dry,1
143591,T20160002805,1,Dry,1
143592,T20160002806,1,Dry,1
143593,T20160002808,1,Dry,1
143594,T20160002809,1,Dry,0
143596,T20160002811,1,Dry,1
143597,T20160002812,1,Dry,1
143598,T20160002813,1,Dry,1
143599,T20160002816,1,Dry,1
143600,T20160002817,1,Dry,0
143601,T20160002818,1,Dry,1
143602,T20160002819,1,Dry,1
143603,T20160002821,1,Dry,1
143604,T20160002822,1,Dry,1
143605,T20160002824,1,Dry,0
143606,T20160002825,1,Dry,1
143607,T20160002827,1,Dry,0
143608,T20160002830,9,Unknown,1
143610,T20160002833,9,Unknown,0
143611,T20160002837,1,Dry,1
143612,T20160002839,1,Dry,0
143613,T20160002840,1,Dry,1
143614,T20160002841,1,Dry,0
143615,T20160002843,1,Dry,0
143616,T20160002844,1,Dry,1
143617,T20160002845,1,Dry,1
143618,T20160002846,1,Dry,1
143619,T20160002848,1,Dry,1
143620,T20160002850,1,Dry,1
143621,T20160002851,1,Dry,0
143622,T20160002852,1,Dry,1
143623,T20160002853,1,Dry,1
143624,T20160002854,1,Dry,1
143625,T20160002856,1,Dry,0
143627,T20160002858,1,Dry,1
143628,T20160002859,1,Dry,0
143629,T20160002860,1,Dry,0
143631,T20160002863,1,Dry,1
143632,T20160002864,1,Dry,1
143633,T20160002865,1,Dry,1
143634,T20160002867,9,Unknown,0
143635,T20160002868,1,Dry,1
143636,T20160002869,1,Dry,1
143637,T20160002872,1,Dry,0
143638,T20160002873,1,Dry,1
143639,T20160002874,2,Wet,0
143640,T20160002875,1,Dry,1
143641,T20160002878,1,Dry,1
143642,T20160002879,1,Dry,1
143643,T20160002881,1,Dry,1
143644,T20160002882,1,Dry,1
143645,T20160002883,1,Dry,1
143646,T20160002884,1,Dry,1
143647,T20160002885,1,Dry,0
143649,T20160002889,1,Dry,1
143650,T20160002891,1,Dry,1
143651,T20160002892,1,Dry,1
143652,T20160002893,9,Unknown,1
143653,T20160002894,1,Dry,1
143654,T20160002897,1,Dry,1
143655,T20160002898,1,Dry,1
143656,T20160002900,1,Dry,1
143657,T20160002902,1,Dry,0
143658,T20160002905,1,Dry,0
143659,T20160002906,1,Dry,1
143660,T20160002907,1,Dry,0
143661,T20160002908,1,Dry,1
143662,T20160002912,1,Dry,1
143663,T20160002914,1,Dry,1
143665,T20160002916,1,Dry,1
143666,T20160002918,1,Dry,1
143667,T20160002921,1,Dry,1
143668,T20160002922,1,Dry,1
143669,T20160002925,1,Dry,0
143670,T20160002926,1,Dry,1
143671,T20160002927,1,Dry,1
143673,T20160002929,9,Unknown,1
143674,T20160002930,1,Dry,0
143675,T20160002931,1,Dry,1
143676,T20160002932,9,Unknown,1
143677,T20160002933,1,Dry,1
143678,T20160002934,1,Dry,1
143679,T20160002938,1,Dry,1
143680,T20160002939,1,Dry,1
143681,T20160002941,1,Dry,0
143682,T20160002942,1,Dry,1
143684,T20160002944,9,Unknown,0
143685,T20160002945,1,Dry,1
143686,T20160002946,1,Dry,1
143687,T20160002948,1,Dry,0
143688,T20160002951,1,Dry,1
143689,T20160002952,1,Dry,1
143690,T20160002953,1,Dry,1
143691,T20160002954,1,Dry,1
143692,T20160002955,1,Dry,1
143693,T20160002957,9,Unknown,1
143694,T20160002959,1,Dry,0
143696,T20160002961,1,Dry,0
143697,T20160002962,9,Unknown,1
143698,T20160002963,1,Dry,1
143699,T20160002967,1,Dry,1
143700,T20160002968,1,Dry,1
143701,T20160002969,1,Dry,1
143702,T20160002971,2,Wet,1
143704,T20160002976,1,Dry,1
143705,T20160002980,1,Dry,1
143706,T20160002983,1,Dry,1
143707,T20160002984,1,Dry,0
143708,T20160002986,1,Dry,1
143709,T20160002988,9,Unknown,0
143710,T20160002990,1,Dry,0
143711,T20160002993,1,Dry,1
143712,T20160002995,1,Dry,1
143713,T20160002997,1,Dry,1
143714,T20160002998,1,Dry,1
143715,T20160003001,1,Dry,1
143717,T20160003006,1,Dry,1
143718,T20160003007,1,Dry,0
143719,T20160003008,1,Dry,1
143720,T20160003009,1,Dry,0
143721,T20160003011,1,Dry,1
143722,T20160003012,1,Dry,1
143723,T20160003013,1,Dry,0
143724,T20160003017,1,Dry,1
143725,T20160003018,1,Dry,0
143726,T20160003019,1,Dry,0
143727,T20160003020,1,Dry,1
143728,T20160003021,1,Dry,1
143729,T20160003023,1,Dry,1
143730,T20160003024,1,Dry,1
143731,T20160003026,1,Dry,1
143732,T20160003028,1,Dry,1
143733,T20160003030,1,Dry,0
143734,T20160003031,1,Dry,1
143735,T20160003034,1,Dry,1
143736,T20160003036,1,Dry,0
143738,T20160003039,1,Dry,1
143739,T20160003040,1,Dry,1
143740,T20160003042,1,Dry,0
143741,T20160003044,9,Unknown,1
143742,T20160003046,1,Dry,1
143743,T20160003048,1,Dry,1
143744,T20160003049,1,Dry,1
143745,T20160003050,1,Dry,1
143746,T20160003054,1,Dry,1
143747,T20160003056,1,Dry,1
143748,T20160003057,1,Dry,1
143749,T20160003059,1,Dry,1
143750,T20160003062,1,Dry,1
143751,T20160003063,1,Dry,0
143752,T20160003064,1,Dry,1
143753,T20160003068,1,Dry,1
143754,T20160003070,1,Dry,1
143755,T20160003071,1,Dry,1
143756,T20160003074,1,Dry,1
143757,T20160003075,1,Dry,1
143758,T20160003076,1,Dry,1
143759,T20160003077,1,Dry,0
143760,T20160003078,1,Dry,1
143761,T20160003080,1,Dry,1
143762,T20160003081,1,Dry,1
143763,T20160003082,1,Dry,1
143764,T20160003083,1,Dry,1
143765,T20160003085,1,Dry,1
143766,T20160003087,1,Dry,1
143767,T20160003088,1,Dry,1
143768,T20160003090,1,Dry,1
143769,T20160003091,1,Dry,0
143770,T20160003092,1,Dry,1
143771,T20160003095,1,Dry,0
143772,T20160003100,1,Dry,0
143773,T20160003102,1,Dry,1
143775,T20160003106,1,Dry,1
143776,T20160003109,1,Dry,1
143777,T20160003114,1,Dry,0
143778,T20160003116,1,Dry,1
143779,T20160003121,1,Dry,1
143780,T20160003122,1,Dry,1
143781,T20160003123,3,Muddy,1
143782,T20160003125,1,Dry,1
143783,T20160003127,1,Dry,1
143784,T20160003129,1,Dry,1
